MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
240,46,89,.517,7,26,.269,23,31,.742,13,30,43,26,12,7,18,25,122,,240,.594,.556,.292,.348,30.2,73.2,51.2,56.5,11.3,12.5,14.9,100.0,115.2,113.3,
240,43,87,.494,10,31,.323,24,30,.800,11,30,41,27,11,7,20,27,120,,240,.599,.552,.356,.345,26.8,69.8,48.8,62.8,10.4,11.1,16.6,100.0,113.3,115.2,
240,35,84,.417,12,31,.387,19,23,.826,10,34,44,25,10,3,23,24,101,,240,.537,.488,.369,.274,27.8,75.6,54.3,71.4,10.1,5.5,19.6,100.0,102.1,103.1,
240,36,82,.439,9,27,.333,21,28,.750,11,26,37,19,12,9,15,19,102,,240,.541,.494,.329,.341,24.4,72.2,45.7,52.8,12.1,17.0,13.7,100.0,103.1,102.1,
240,42,88,.477,7,20,.350,16,22,.727,9,31,40,30,9,6,11,22,107,,240,.548,.517,.227,.250,22.0,79.5,50.0,71.4,9.4,11.8,10.1,100.0,111.5,108.3,
240,35,77,.455,10,26,.385,24,28,.857,8,32,40,20,10,9,16,20,104,,240,.582,.519,.338,.364,20.5,78.0,50.0,57.1,10.4,13.2,15.2,100.0,108.3,111.5,
240,39,88,.443,7,22,.318,14,15,.933,6,30,36,20,14,4,12,12,99,,240,.523,.483,.250,.170,14.0,75.0,43.4,51.3,14.3,8.0,11.3,100.0,101.1,118.5,
240,44,84,.524,15,34,.441,13,17,.765,10,37,47,27,10,2,17,15,116,,240,.634,.613,.405,.202,25.0,86.0,56.6,61.4,10.2,3.0,15.7,100.0,118.5,101.1,
240,38,90,.422,11,32,.344,15,20,.750,11,32,43,21,13,5,24,20,102,,240,.516,.483,.356,.222,24.4,68.1,46.7,55.3,12.4,8.6,19.5,100.0,96.9,101.7,
240,38,87,.437,9,29,.310,22,27,.815,15,34,49,21,13,11,21,23,107,,240,.541,.489,.333,.310,31.9,75.6,53.3,55.3,12.4,19.0,17.5,100.0,101.7,96.9,
240,42,91,.462,9,27,.333,13,22,.591,9,24,33,24,6,6,7,17,106,,240,.526,.511,.297,.242,17.3,85.7,41.3,57.1,6.1,9.0,6.5,100.0,108.3,137.0,
240,54,87,.621,12,20,.600,14,15,.933,4,43,47,31,3,4,10,20,134,,240,.716,.690,.230,.172,14.3,82.7,58.8,57.4,3.1,6.3,9.7,100.0,137.0,108.3,
265,42,93,.452,10,36,.278,17,19,.895,19,37,56,19,7,2,22,24,111,,265,.548,.505,.387,.204,40.4,82.2,60.9,45.2,6.8,3.6,17.8,100.0,108.5,107.5,
265,44,91,.484,13,36,.361,9,15,.600,8,28,36,30,11,1,16,22,110,,265,.564,.555,.396,.165,17.8,59.6,39.1,68.2,10.8,1.8,14.1,100.0,107.5,108.5,
240,28,73,.384,8,24,.333,23,28,.821,6,29,35,16,7,3,13,20,87,,240,.510,.438,.329,.384,14.6,56.9,38.0,57.1,7.8,4.5,13.2,100.0,97.5,123.3,
240,42,95,.442,9,29,.310,17,22,.773,22,35,57,26,9,0,9,20,110,,240,.525,.489,.305,.232,43.1,85.4,62.0,61.9,10.1,0.0,7.9,100.0,123.3,97.5,
240,36,85,.424,13,43,.302,20,24,.833,10,31,41,21,11,5,10,21,105,,240,.549,.500,.506,.282,22.2,88.6,51.3,58.3,11.6,8.9,9.5,100.0,110.4,96.7,
240,36,79,.456,7,23,.304,13,19,.684,4,35,39,17,6,2,16,19,92,,240,.527,.500,.291,.241,11.4,77.8,48.8,47.2,6.3,4.8,15.5,100.0,96.7,110.4,
240,38,83,.458,6,21,.286,28,38,.737,8,39,47,19,12,6,16,28,110,,240,.552,.494,.253,.458,17.8,78.0,49.5,50.0,11.4,10.7,13.8,100.0,104.2,96.6,
240,33,87,.379,13,31,.419,23,28,.821,11,37,48,23,8,8,20,29,102,,240,.513,.454,.356,.322,22.0,82.2,50.5,69.7,7.6,12.9,16.8,100.0,96.6,104.2,
240,45,83,.542,12,30,.400,15,24,.625,7,35,42,33,9,7,12,22,117,,240,.625,.614,.361,.289,17.1,81.4,50.0,73.3,9.3,13.5,11.4,100.0,121.1,107.6,
240,39,82,.476,13,30,.433,13,23,.565,8,34,42,27,8,2,13,19,104,,240,.564,.555,.366,.280,18.6,82.9,50.0,69.2,8.3,3.8,12.4,100.0,107.6,121.1,
240,50,99,.505,9,26,.346,12,15,.800,12,31,43,26,7,3,12,17,121,,240,.573,.551,.263,.152,26.1,70.5,47.8,52.0,6.9,4.1,10.2,100.0,119.3,114.4,
240,48,99,.485,9,26,.346,11,14,.786,13,34,47,23,7,9,11,15,116,,240,.552,.530,.263,.141,29.5,73.9,52.2,47.9,6.9,12.3,9.5,100.0,114.4,119.3,
240,37,72,.514,10,24,.417,25,30,.833,3,33,36,24,10,8,14,21,109,,240,.640,.583,.333,.417,8.3,64.7,41.4,64.9,10.6,13.8,14.1,100.0,115.4,106.9,
240,36,90,.400,11,32,.344,18,21,.857,18,33,51,25,6,4,16,24,101,,240,.509,.461,.356,.233,35.3,91.7,58.6,69.4,6.4,8.3,13.9,100.0,106.9,115.4,
240,40,90,.444,10,30,.333,18,27,.667,14,40,54,22,4,5,9,20,108,,240,.530,.500,.333,.300,28.6,80.0,54.5,55.0,4.2,9.1,8.1,100.0,114.4,102.8,
240,36,87,.414,9,32,.281,16,23,.696,10,35,45,23,4,6,9,21,97,,240,.499,.466,.368,.264,20.0,71.4,45.5,63.9,4.2,10.0,8.5,100.0,102.8,114.4,
240,47,79,.595,16,29,.552,21,26,.808,6,30,36,29,9,5,13,17,131,,240,.724,.696,.367,.329,18.8,68.2,47.4,61.7,9.4,7.8,12.6,100.0,136.7,117.9,
240,46,95,.484,9,31,.290,12,16,.750,14,26,40,23,6,5,11,21,113,,240,.554,.532,.326,.168,31.8,81.3,52.6,50.0,6.3,10.0,9.7,100.0,117.9,136.7,
240,38,85,.447,4,20,.200,19,21,.905,9,40,49,16,5,7,15,24,99,,240,.525,.471,.235,.247,20.0,76.9,50.5,42.1,5.0,11.3,13.7,100.0,99.7,108.8,
240,36,92,.391,9,30,.300,27,35,.771,12,36,48,17,9,6,8,18,108,,240,.503,.440,.326,.380,23.1,80.0,49.5,47.2,9.1,9.2,6.9,100.0,108.8,99.7,
265,40,96,.417,17,46,.370,14,17,.824,16,35,51,27,10,4,21,14,111,,265,.536,.505,.479,.177,32.7,76.1,53.7,67.5,9.6,4.8,16.9,100.0,106.2,111.0,
265,50,97,.515,6,14,.429,10,12,.833,11,33,44,23,15,6,15,13,116,,265,.567,.546,.144,.124,23.9,67.3,46.3,46.0,14.4,12.0,12.8,100.0,111.0,106.2,
240,42,79,.532,11,31,.355,19,22,.864,2,33,35,33,12,5,18,20,114,,240,.643,.601,.392,.278,5.9,91.7,50.0,78.6,11.3,9.8,16.9,100.0,107.5,102.7,
240,38,86,.442,15,35,.429,18,20,.900,3,32,35,21,10,2,19,21,109,,240,.575,.529,.407,.233,8.3,94.1,50.0,55.3,9.4,4.2,16.7,100.0,102.7,107.5,
240,35,84,.417,13,29,.448,17,21,.810,13,33,46,21,6,4,17,15,100,,240,.536,.494,.345,.250,27.7,75.0,50.5,60.0,6.2,6.5,15.4,100.0,104.0,112.3,
240,42,89,.472,10,27,.370,14,20,.700,11,34,45,24,10,2,13,18,108,,240,.552,.528,.303,.225,25.0,72.3,49.5,57.1,10.4,3.6,11.7,100.0,112.3,104.0,
240,41,89,.461,11,25,.440,12,16,.750,10,23,33,24,4,4,17,22,105,,240,.547,.522,.281,.180,21.3,62.2,39.3,58.5,4.1,6.3,15.0,100.0,107.5,131.1,
240,50,89,.562,9,25,.360,19,24,.792,14,37,51,34,14,6,11,17,128,,240,.643,.612,.281,.270,37.8,78.7,60.7,68.0,14.3,9.4,9.9,100.0,131.1,107.5,
240,40,73,.548,6,22,.273,22,26,.846,6,31,37,18,17,3,22,22,108,,240,.640,.589,.301,.356,20.7,64.6,48.1,45.0,17.4,4.7,20.7,100.0,110.3,104.2,
240,40,91,.440,10,27,.370,12,15,.800,17,23,40,26,14,3,20,23,102,,240,.523,.495,.297,.165,35.4,79.3,51.9,65.0,14.3,5.9,17.0,100.0,104.2,110.3,
240,37,83,.446,6,16,.375,23,30,.767,13,35,48,19,12,4,14,23,103,,240,.535,.482,.193,.361,31.0,71.4,52.7,51.4,12.8,7.1,12.7,100.0,110.0,102.5,
240,31,81,.383,9,25,.360,25,32,.781,14,29,43,15,9,13,15,24,96,,240,.505,.438,.309,.395,28.6,69.0,47.3,48.4,9.6,19.4,13.6,100.0,102.5,110.0,
265,40,92,.435,12,29,.414,14,24,.583,13,30,43,22,10,1,14,17,106,,265,.517,.500,.315,.261,25.5,81.1,48.9,55.0,9.9,2.0,12.0,100.0,104.7,113.6,
265,44,86,.512,13,36,.361,14,19,.737,7,38,45,34,8,3,16,23,115,,265,.609,.587,.419,.221,18.9,74.5,51.1,77.3,7.9,4.8,14.5,100.0,113.6,104.7,
240,34,81,.420,11,24,.458,20,32,.625,7,32,39,21,7,0,10,25,99,,240,.521,.488,.296,.395,15.2,82.1,45.9,61.8,7.4,0.0,9.5,100.0,104.0,115.5,
240,41,81,.506,9,24,.375,19,25,.760,7,39,46,27,4,5,11,22,110,,240,.598,.562,.296,.309,17.9,84.8,54.1,65.9,4.2,8.8,10.7,100.0,115.5,104.0,
240,46,96,.479,11,34,.324,21,29,.724,16,32,48,22,5,11,11,20,124,,240,.570,.536,.354,.302,34.0,71.1,52.2,47.8,5.0,15.5,9.2,100.0,123.3,115.3,
240,46,96,.479,11,25,.440,13,18,.722,13,31,44,26,5,12,13,25,116,,240,.558,.536,.260,.188,28.9,66.0,47.8,56.5,5.0,19.4,11.1,100.0,115.3,123.3,
240,38,74,.514,9,17,.529,23,31,.742,2,25,27,14,9,0,12,23,108,,240,.616,.574,.230,.419,5.6,69.4,37.5,36.8,9.3,0.0,12.0,100.0,111.4,119.7,
240,40,78,.513,9,29,.310,27,35,.771,11,34,45,21,7,5,18,21,116,,240,.621,.571,.372,.449,30.6,94.4,62.5,52.5,7.2,8.8,16.2,100.0,119.7,111.4,
240,36,78,.462,10,33,.303,20,32,.625,8,26,34,19,9,5,7,22,102,,240,.554,.526,.423,.410,20.0,63.4,42.0,52.8,10.2,9.1,7.1,100.0,115.7,107.7,
240,36,79,.456,9,24,.375,14,21,.667,15,32,47,24,2,5,17,25,95,,240,.538,.513,.304,.266,36.6,80.0,58.0,66.7,2.3,11.1,16.2,100.0,107.7,115.7,
240,47,86,.547,19,35,.543,13,15,.867,6,29,35,35,4,3,9,19,126,,240,.680,.657,.407,.174,17.1,70.7,46.1,74.5,4.3,4.7,8.9,100.0,135.4,125.7,
240,46,88,.523,9,24,.375,16,21,.762,12,29,41,25,5,2,9,16,117,,240,.602,.574,.273,.239,29.3,82.9,53.9,54.3,5.4,3.9,8.5,100.0,125.7,135.4,
240,44,91,.484,13,24,.542,19,21,.905,10,28,38,22,6,3,13,21,120,,240,.599,.555,.264,.231,25.0,73.7,48.7,50.0,6.1,7.9,11.5,100.0,122.9,126.0,
240,39,87,.448,19,49,.388,26,30,.867,10,30,40,24,11,5,10,21,123,,240,.614,.557,.563,.345,26.3,75.0,51.3,61.5,11.3,7.5,9.1,100.0,126.0,122.9,
240,37,89,.416,7,24,.292,15,21,.714,17,29,46,18,8,2,18,23,96,,240,.489,.455,.270,.236,36.2,65.9,50.5,48.6,8.6,3.8,15.5,100.0,103.8,113.5,
240,37,82,.451,12,29,.414,19,28,.679,15,30,45,19,11,5,13,20,105,,240,.557,.524,.354,.341,34.1,63.8,49.5,51.4,11.9,7.7,12.1,100.0,113.5,103.8,
240,38,93,.409,6,22,.273,18,26,.692,13,33,46,24,9,3,9,26,100,,240,.479,.441,.237,.280,25.0,86.8,51.1,63.2,9.4,6.4,7.9,100.0,104.3,111.6,
240,36,72,.500,8,25,.320,27,33,.818,5,39,44,19,4,9,14,23,107,,240,.618,.556,.347,.458,13.2,75.0,48.9,52.8,4.2,12.7,13.9,100.0,111.6,104.3,
240,40,91,.440,6,27,.222,14,21,.667,9,31,40,18,6,6,12,21,100,,240,.499,.473,.297,.231,21.4,68.9,46.0,45.0,6.1,10.9,10.7,100.0,102.3,110.4,
240,39,88,.443,11,33,.333,19,23,.826,14,33,47,20,6,8,15,21,108,,240,.550,.506,.375,.261,31.1,78.6,54.0,51.3,6.1,12.5,13.3,100.0,110.4,102.3,
240,34,82,.415,11,32,.344,19,29,.655,11,41,52,20,9,7,13,19,98,,240,.517,.482,.390,.354,22.9,78.8,52.0,58.8,9.4,11.9,12.1,100.0,102.5,95.2,
240,34,89,.382,9,30,.300,14,17,.824,11,37,48,15,7,7,13,24,91,,240,.472,.433,.337,.191,21.2,77.1,48.0,44.1,7.3,14.0,11.9,100.0,95.2,102.5,
240,40,92,.435,15,34,.441,21,27,.778,10,36,46,26,10,4,15,21,116,,240,.558,.516,.370,.293,20.8,75.0,47.9,65.0,9.4,5.9,12.6,100.0,108.5,104.8,
240,44,98,.449,7,30,.233,17,20,.850,12,38,50,28,10,5,16,19,112,,240,.524,.485,.306,.204,25.0,79.2,52.1,63.6,9.4,8.6,13.0,100.0,104.8,108.5,
240,46,92,.500,11,26,.423,9,15,.600,5,36,41,33,6,6,14,19,112,,240,.568,.560,.283,.163,11.1,80.0,45.6,71.7,5.7,9.8,12.4,100.0,106.5,107.4,
240,43,94,.457,17,33,.515,10,12,.833,9,40,49,23,7,5,16,18,113,,240,.569,.548,.351,.128,20.0,88.9,54.4,53.5,6.7,7.6,13.9,100.0,107.4,106.5,
240,49,91,.538,12,26,.462,16,21,.762,6,41,47,27,9,4,11,21,126,,240,.628,.604,.286,.231,15.4,80.4,52.2,55.1,8.8,6.0,9.9,100.0,122.9,106.3,
240,40,90,.444,10,23,.435,19,25,.760,10,33,43,25,5,2,12,20,109,,240,.540,.500,.256,.278,19.6,84.6,47.8,62.5,4.9,3.1,10.6,100.0,106.3,122.9,
240,40,92,.435,19,45,.422,21,23,.913,13,31,44,30,8,4,14,21,120,,240,.588,.538,.489,.250,28.3,81.6,52.4,75.0,8.1,7.0,12.1,100.0,121.5,124.5,
240,44,84,.524,10,27,.370,25,30,.833,7,33,40,18,12,6,10,20,123,,240,.633,.583,.321,.357,18.4,71.7,47.6,40.9,12.1,12.8,9.3,100.0,124.5,121.5,
240,39,70,.557,14,28,.500,18,22,.818,6,26,32,26,4,9,26,24,110,,240,.690,.657,.400,.314,21.4,61.9,45.7,66.7,4.1,12.5,24.6,100.0,112.9,121.1,
240,47,95,.495,10,23,.435,14,22,.636,16,22,38,27,15,4,13,24,118,,240,.564,.547,.242,.232,38.1,78.6,54.3,57.4,15.4,9.5,11.0,100.0,121.1,112.9,
240,40,88,.455,6,21,.286,13,18,.722,15,33,48,21,8,7,13,19,99,,240,.516,.489,.239,.205,32.6,82.5,55.8,52.5,8.7,12.5,11.9,100.0,107.6,110.8,
240,39,86,.453,13,30,.433,11,11,1.000,7,31,38,21,5,5,11,18,102,,240,.561,.529,.349,.128,17.5,67.4,44.2,53.8,5.4,7.5,10.8,100.0,110.8,107.6,
240,32,85,.376,5,21,.238,29,35,.829,9,37,46,16,7,4,9,21,98,,240,.488,.406,.247,.412,18.0,80.4,47.9,50.0,7.1,9.5,8.2,100.0,99.7,104.8,
240,35,83,.422,12,41,.293,21,27,.778,9,41,50,22,5,8,15,28,103,,240,.543,.494,.494,.325,19.6,82.0,52.1,62.9,5.1,12.5,13.7,100.0,104.8,99.7,
240,34,77,.442,8,25,.320,22,24,.917,11,32,43,11,10,0,16,18,98,,240,.560,.494,.325,.312,25.6,76.2,50.6,32.4,10.9,0.0,15.4,100.0,107.0,103.7,
240,35,83,.422,10,27,.370,15,19,.789,10,32,42,21,9,2,14,21,95,,240,.520,.482,.325,.229,23.8,74.4,49.4,60.0,9.8,3.8,13.3,100.0,103.7,107.0,
240,41,84,.488,12,36,.333,11,12,.917,12,41,53,25,7,4,18,13,105,,240,.588,.560,.429,.143,29.3,85.4,59.6,61.0,7.5,8.3,16.8,100.0,111.9,94.8,
240,32,81,.395,12,33,.364,13,20,.650,7,29,36,18,14,1,13,16,89,,240,.496,.469,.407,.247,14.6,70.7,40.4,56.3,14.9,2.1,12.6,100.0,94.8,111.9,
240,34,87,.391,12,34,.353,10,15,.667,8,32,40,17,9,6,11,22,90,,240,.481,.460,.391,.172,16.0,74.4,43.0,50.0,9.4,10.9,10.5,100.0,94.0,117.0,
240,43,88,.489,12,33,.364,14,17,.824,11,42,53,29,8,2,14,18,112,,240,.587,.557,.375,.193,25.6,84.0,57.0,67.4,8.4,3.8,12.8,100.0,117.0,94.0,
240,34,76,.447,7,23,.304,14,16,.875,8,31,39,15,8,7,16,16,89,,240,.536,.493,.303,.211,21.6,79.5,51.3,44.1,9.0,11.7,16.2,100.0,99.8,103.1,
240,33,77,.429,10,17,.588,16,21,.762,8,29,37,18,13,5,14,15,92,,240,.533,.494,.221,.273,20.5,78.4,48.7,54.5,14.6,9.4,14.0,100.0,103.1,99.8,
240,35,83,.422,10,23,.435,28,38,.737,7,43,50,19,6,5,14,25,108,,240,.542,.482,.277,.458,14.9,86.0,51.5,54.3,5.8,10.0,12.3,100.0,104.8,100.0,
240,34,87,.391,11,37,.297,24,31,.774,7,40,47,20,9,7,10,24,103,,240,.512,.454,.425,.356,14.0,85.1,48.5,58.8,8.7,11.7,9.0,100.0,100.0,104.8,
240,42,87,.483,10,24,.417,9,18,.500,12,28,40,21,3,2,17,20,103,,240,.543,.540,.276,.207,25.5,63.6,44.0,50.0,3.1,3.6,15.2,100.0,107.0,129.8,
240,47,92,.511,12,36,.333,19,23,.826,16,35,51,33,12,6,10,14,125,,240,.612,.576,.391,.250,36.4,74.5,56.0,70.2,12.5,9.5,8.9,100.0,129.8,107.0,
240,42,80,.525,8,22,.364,6,9,.667,6,36,42,26,8,5,20,22,98,,240,.584,.575,.275,.113,15.8,90.0,53.8,61.9,8.3,9.3,19.2,100.0,102.0,104.1,
240,35,76,.461,6,22,.273,24,31,.774,4,32,36,18,14,4,11,10,100,,240,.558,.500,.289,.408,10.0,84.2,46.2,51.4,14.6,6.9,10.9,100.0,104.1,102.0,
240,29,85,.341,11,34,.324,11,14,.786,6,30,36,18,7,4,14,19,80,,240,.439,.406,.400,.165,12.5,83.3,42.9,62.1,7.5,9.5,13.3,100.0,86.2,101.2,
240,36,73,.493,10,31,.323,12,18,.667,6,42,48,23,8,7,15,22,94,,240,.581,.562,.425,.247,16.7,87.5,57.1,63.9,8.6,13.7,15.6,100.0,101.2,86.2,
240,50,87,.575,16,33,.485,12,15,.800,10,34,44,35,6,4,14,20,128,,240,.684,.667,.379,.172,28.6,81.0,57.1,70.0,6.3,7.8,13.0,100.0,134.8,120.0,
240,40,80,.500,11,29,.379,23,31,.742,8,25,33,26,7,5,10,12,114,,240,.609,.569,.363,.388,19.0,71.4,42.9,65.0,7.4,9.3,9.6,100.0,120.0,134.8,
240,38,92,.413,11,36,.306,20,26,.769,11,38,49,23,5,8,14,16,107,,240,.517,.473,.391,.283,20.8,80.9,49.0,60.5,4.8,12.7,11.9,100.0,102.4,112.9,
240,43,90,.478,15,27,.556,17,23,.739,9,42,51,24,8,3,15,20,118,,240,.589,.561,.300,.256,19.1,79.2,51.0,55.8,7.7,5.4,13.0,100.0,112.9,102.4,
240,36,85,.424,9,34,.265,20,25,.800,10,28,38,24,7,1,12,18,101,,240,.526,.476,.400,.294,21.7,84.8,48.1,66.7,7.2,1.7,11.1,100.0,104.0,117.4,
240,47,83,.566,11,23,.478,9,11,.818,5,36,41,30,8,7,17,18,114,,240,.649,.633,.277,.133,15.2,78.3,51.9,63.8,8.2,13.7,16.2,100.0,117.4,104.0,
240,46,103,.447,13,30,.433,16,18,.889,9,42,51,39,11,12,8,20,121,,240,.545,.510,.291,.175,16.1,80.8,47.2,84.8,10.0,16.7,6.7,100.0,110.1,105.5,
240,46,99,.465,7,27,.259,17,26,.654,10,47,57,25,5,2,13,18,116,,240,.525,.500,.273,.263,19.2,83.9,52.8,54.3,4.5,2.7,10.5,100.0,105.5,110.1,
240,38,72,.528,17,33,.515,29,34,.853,7,30,37,25,11,7,20,20,122,,240,.701,.646,.458,.472,24.1,71.4,52.1,65.8,11.1,11.9,18.7,100.0,122.7,112.6,
240,46,93,.495,12,34,.353,8,11,.727,12,22,34,18,12,4,19,28,112,,240,.572,.559,.366,.118,28.6,75.9,47.9,39.1,12.1,10.3,16.3,100.0,112.6,122.7,
240,35,83,.422,7,19,.368,10,15,.667,9,30,39,21,7,7,14,19,87,,240,.485,.464,.229,.181,20.0,66.7,43.3,60.0,7.5,14.6,13.5,100.0,93.6,119.4,
240,35,81,.432,20,33,.606,21,24,.875,15,36,51,22,4,4,19,15,111,,240,.606,.556,.407,.296,33.3,80.0,56.7,62.9,4.3,6.3,17.2,100.0,119.4,93.6,
240,34,80,.425,6,21,.286,16,21,.762,12,32,44,22,8,6,21,25,90,,240,.504,.463,.263,.263,30.0,65.3,49.4,64.7,8.5,11.5,19.0,100.0,95.9,112.9,
240,34,88,.386,10,36,.278,28,33,.848,17,28,45,25,12,8,12,21,106,,240,.517,.443,.409,.375,34.7,70.0,50.6,73.5,12.8,13.6,10.5,100.0,112.9,95.9,
265,42,94,.447,9,33,.273,20,27,.741,13,28,41,26,11,3,14,24,113,,265,.534,.495,.351,.287,28.3,77.8,50.0,61.9,10.9,5.4,11.7,100.0,111.7,115.6,
265,40,80,.500,14,24,.583,23,27,.852,8,33,41,25,7,3,18,22,117,,265,.637,.588,.300,.338,22.2,71.7,50.0,62.5,6.9,4.9,16.4,100.0,115.6,111.7,
240,40,82,.488,10,29,.345,20,25,.800,9,24,33,24,12,3,14,26,110,,240,.591,.549,.354,.305,22.0,72.7,44.6,60.0,12.2,6.0,13.1,100.0,111.6,120.7,
240,42,79,.532,11,29,.379,24,32,.750,9,32,41,25,10,1,20,22,119,,240,.639,.601,.367,.405,27.3,78.0,55.4,59.5,10.1,1.9,17.7,100.0,120.7,111.6,
240,44,87,.506,13,29,.448,12,18,.667,7,28,35,25,10,4,10,19,113,,240,.595,.580,.333,.207,15.9,66.7,40.7,56.8,10.2,6.8,9.5,100.0,115.7,110.5,
240,42,86,.488,10,27,.370,14,18,.778,14,37,51,22,7,2,21,16,108,,240,.575,.547,.314,.209,33.3,84.1,59.3,52.4,7.2,3.4,18.3,100.0,110.5,115.7,
265,45,101,.446,12,40,.300,19,21,.905,11,36,47,33,9,7,9,20,121,,265,.549,.505,.396,.208,20.8,80.0,48.0,73.3,8.5,10.9,7.5,100.0,114.5,112.6,
265,44,90,.489,13,26,.500,18,23,.783,9,42,51,27,2,7,16,23,119,,265,.594,.561,.289,.256,20.0,79.2,52.0,61.4,1.9,11.5,13.8,100.0,112.6,114.5,
240,41,80,.513,11,31,.355,11,16,.688,7,35,42,30,9,5,12,18,104,,240,.597,.581,.388,.200,18.4,71.4,48.3,73.2,9.9,7.7,12.1,100.0,114.9,92.8,
240,34,88,.386,3,23,.130,13,17,.765,14,31,45,12,9,3,12,17,84,,240,.440,.403,.261,.193,28.6,81.6,51.7,35.3,9.9,6.1,11.2,100.0,92.8,114.9,
240,42,84,.500,12,28,.429,11,19,.579,8,35,43,31,5,4,16,22,107,,240,.579,.571,.333,.226,20.0,83.3,52.4,73.8,5.1,7.3,14.8,100.0,108.4,109.4,
240,43,88,.489,11,33,.333,11,12,.917,7,32,39,27,7,3,14,16,108,,240,.579,.551,.375,.136,16.7,80.0,47.6,62.8,7.1,5.4,13.0,100.0,109.4,108.4,
240,39,82,.476,14,40,.350,18,27,.667,12,35,47,22,9,5,16,21,110,,240,.586,.561,.488,.329,27.3,85.4,55.3,56.4,9.3,9.1,14.6,100.0,114.1,102.7,
240,38,83,.458,9,28,.321,14,19,.737,6,32,38,21,9,3,13,22,99,,240,.542,.512,.337,.229,14.6,72.7,44.7,55.3,9.3,7.1,12.5,100.0,102.7,114.1,
240,47,83,.566,11,26,.423,9,9,1.000,5,35,40,26,6,7,16,22,114,,240,.655,.633,.313,.108,16.7,71.4,50.6,55.3,6.4,10.8,15.5,100.0,121.0,107.2,
240,39,93,.419,9,28,.321,14,17,.824,14,25,39,20,4,5,9,16,101,,240,.503,.468,.301,.183,28.6,83.3,49.4,51.3,4.2,8.8,8.2,100.0,107.2,121.0,
240,47,92,.511,11,32,.344,20,22,.909,9,34,43,30,7,7,10,27,125,,240,.615,.571,.348,.239,23.1,85.0,54.4,63.8,6.9,10.6,9.0,100.0,123.4,109.6,
240,41,85,.482,4,19,.211,25,30,.833,6,30,36,19,5,5,13,21,111,,240,.565,.506,.224,.353,15.0,76.9,45.6,46.3,4.9,8.3,11.7,100.0,109.6,123.4,
240,43,95,.453,6,22,.273,15,18,.833,10,35,45,29,7,3,12,20,107,,240,.520,.484,.232,.189,21.3,74.5,47.9,67.4,6.9,4.6,10.4,100.0,106.0,109.0,
240,41,95,.432,8,30,.267,20,23,.870,12,37,49,30,6,12,10,18,110,,240,.523,.474,.316,.242,25.5,78.7,52.1,73.2,5.9,16.4,8.7,100.0,109.0,106.0,
240,34,86,.395,15,37,.405,16,21,.762,9,37,46,28,9,4,18,20,99,,240,.520,.483,.430,.244,17.3,86.0,48.4,82.4,8.7,6.3,15.9,100.0,96.1,104.9,
240,42,89,.472,14,26,.538,10,18,.556,6,43,49,26,10,8,14,20,108,,240,.557,.551,.292,.202,14.0,82.7,51.6,61.9,9.7,16.3,12.6,100.0,104.9,96.1,
240,43,87,.494,11,32,.344,20,27,.741,9,37,46,28,7,2,11,17,117,,240,.592,.557,.368,.310,20.9,74.0,49.5,65.1,7.1,3.2,10.0,100.0,119.2,111.1,
240,44,94,.468,12,31,.387,9,13,.692,13,34,47,24,3,3,12,22,109,,240,.547,.532,.330,.138,26.0,79.1,50.5,54.5,3.1,5.5,10.7,100.0,111.1,119.2,
240,31,92,.337,9,37,.243,16,18,.889,7,36,43,15,9,4,13,25,87,,240,.435,.386,.402,.196,14.0,85.7,46.7,48.4,8.7,8.5,11.5,100.0,84.4,111.6,
240,42,80,.525,13,33,.394,18,27,.667,6,43,49,21,6,11,18,20,115,,240,.626,.606,.413,.338,14.3,86.0,53.3,50.0,5.8,20.0,16.4,100.0,111.6,84.4,
240,45,92,.489,14,35,.400,12,16,.750,12,32,44,25,8,6,15,23,116,,240,.586,.565,.380,.174,29.3,82.1,55.0,55.6,8.1,11.5,13.2,100.0,117.3,126.4,
240,42,83,.506,15,31,.484,26,30,.867,7,29,36,30,10,6,12,16,125,,240,.650,.596,.373,.361,17.9,70.7,45.0,71.4,10.1,10.5,11.1,100.0,126.4,117.3,
240,33,93,.355,9,31,.290,8,10,.800,10,32,42,19,11,0,13,19,83,,240,.426,.403,.333,.108,20.4,74.4,45.7,57.6,11.6,0.0,11.8,100.0,87.7,104.6,
240,38,81,.469,9,27,.333,14,18,.778,11,39,50,22,8,9,16,13,99,,240,.557,.525,.333,.222,25.6,79.6,54.3,57.9,8.5,14.5,15.2,100.0,104.6,87.7,
240,34,82,.415,10,33,.303,9,10,.900,6,29,35,21,11,4,18,13,87,,240,.503,.476,.402,.122,13.0,76.3,41.7,61.8,11.2,6.3,17.2,100.0,88.5,113.9,
240,45,91,.495,14,28,.500,8,10,.800,9,40,49,21,11,3,16,16,112,,240,.587,.571,.308,.110,23.7,87.0,58.3,46.7,11.2,6.1,14.4,100.0,113.9,88.5,
